id,category,volume_cm3,weight_grams,price_hellers,profit_hellers
5743,Garden,45328,6933,1925728,295827
5744,Garden,101602,54846,1149897,225962
5745,Garden,29891,2446,327510,76314
5746,Garden,56658,10416,273527,63258
5747,Garden,28338,3868,230529,51033
5748,Garden,34001,3539,213710,47273
5749,Garden,50407,4624,286030,75317
5750,Garden,59925,7317,331274,69472
5751,Garden,59685,9545,326971,53887
5752,Garden,32202,6897,319200,76445
5753,Garden,7931,2495,339817,81674
5754,Garden,16824,5569,371360,88928
5755,Garden,48957,4829,250622,58540
5756,Garden,35640,7993,230698,52233
5757,Garden,114884,13561,141857,24096
5758,Garden,21663,2440,558914,114386
5759,Garden,71650,3292,113938,21975
5760,Garden,18784,2564,178278,29619
5761,Garden,76678,9415,650017,152343
5762,Garden,112968,15642,682951,149372
5763,Garden,153225,30984,516291,128342
5764,Garden,124538,20946,86486,17616
5765,Garden,32493,7617,260454,68737
5766,Garden,33097,5058,104967,23291
5767,Garden,26140,6400,116963,19367
5768,Garden,92633,10621,636565,160647
5769,Garden,214274,9107,71254,14144
5770,Garden,53267,8378,210554,47833
5771,Garden,221771,14923,454146,75630
5772,Garden,194417,13664,188365,55088
5773,Garden,164898,12073,361220,73145
5774,Garden,32965,16994,235098,43172
5775,Garden,310377,22076,714387,158095
5776,Garden,69299,14436,312778,69244
5777,Garden,9528,7008,322558,80966
5778,Garden,26707,5068,226514,53148
5779,Garden,25192,5565,1033884,276013
5780,Garden,95084,3447,215733,61705
5781,Garden,24313,5651,765997,191597
5782,Garden,78803,20828,285722,63825
5783,Garden,142147,21847,529141,137621
5784,Garden,21042,2243,161500,33027
5785,Garden,65760,13313,621800,110456
5786,Garden,46934,7897,119574,36942
5787,Garden,24740,5029,141018,19763
5788,Garden,191309,23729,208852,52072
5789,Garden,10194,3098,114815,18571
5790,Garden,242240,12976,337837,75585
5791,Garden,184433,39137,322748,90941
5792,Garden,21056,2491,678122,110389
5793,Garden,15694,3047,136110,24013
5794,Garden,51445,2758,84270,19889
5795,Garden,109166,12720,322775,79266
5796,Garden,36151,6544,270107,66661
5797,Garden,84210,16502,458474,118881
5798,Garden,44888,2495,692428,142139
5799,Garden,83814,2722,285238,56566
5800,Garden,172820,17213,53864,12794
5801,Garden,86539,10014,398288,81309
5802,Garden,16709,1957,101136,17975
5803,Garden,20603,1433,45399,10724
5804,Garden,23048,1419,221469,68753
5805,Garden,111114,7245,557097,113657
5806,Garden,18794,2450,149028,28889
5807,Garden,20075,16910,144587,29937
5808,Garden,208638,17862,748160,233963
5809,Garden,20703,5540,312280,78734
5810,Garden,142999,9987,169196,50992
5811,Garden,15619,2594,123014,34225
5812,Garden,50833,12879,42661,5776
5813,Garden,33031,19644,253300,59732
5814,Garden,10141,912,89670,21716
5815,Garden,44798,4315,604906,194278
5816,Garden,35351,4889,141278,38951
5817,Garden,11370,1900,631095,161501
5818,Garden,66173,8975,255408,65315
5819,Garden,33417,2493,261303,53069
5820,Garden,158977,13252,231383,48829
5821,Garden,47001,12699,131972,38843
5822,Garden,11503,2395,162439,47470
5823,Garden,33901,6325,391233,78314
5824,Garden,18950,4825,150109,23897
5825,Garden,25219,5793,384371,74283
5826,Garden,63403,14733,383986,80593
5827,Garden,93429,26321,114999,19777
5828,Garden,17238,2239,28903,3941
5829,Garden,49686,9822,238391,56784
5830,Garden,26844,4252,195635,47011
5831,Garden,14896,1244,768134,167405
5832,Garden,18882,4229,864238,175330
5833,Garden,51686,18216,791595,137575
5834,Garden,121519,29158,260204,87707
5835,Garden,83636,7866,249822,61012
5836,Garden,91196,10303,155356,48316
5837,Garden,75070,20269,137076,29064
5838,Garden,137868,12343,278061,55934
5839,Garden,82955,20349,511716,118404
5840,Garden,109989,11042,159085,28933
5841,Garden,18069,1875,316763,51955
5842,SportsEquipment,93176,3823,170696,30667
5843,SportsEquipment,32488,1289,80601,23294
5844,SportsEquipment,26785,2317,172874,32359
5845,SportsEquipment,9129,1196,361514,81245
5846,SportsEquipment,8398,1023,203884,52984
5847,SportsEquipment,54222,1990,36271,8772
5848,SportsEquipment,30782,6409,392772,100106
5849,SportsEquipment,16028,2239,229905,72942
5850,SportsEquipment,45158,2122,186157,65254
5851,SportsEquipment,23953,2273,291240,61972
5852,SportsEquipment,21018,1662,207106,48222
5853,SportsEquipment,20278,3993,297197,74023
5854,SportsEquipment,13936,1501,272994,56596
5855,SportsEquipment,8508,918,83502,22803
5856,SportsEquipment,22595,4736,82820,18124
5857,SportsEquipment,14123,4702,65610,18355
5858,SportsEquipment,50683,6143,145970,37481
5859,SportsEquipment,6911,435,183690,30067
5860,SportsEquipment,30294,3894,432737,144373
5861,SportsEquipment,37477,5525,929460,209518
5862,SportsEquipment,7338,1204,86392,18495
5863,SportsEquipment,38612,1927,165097,45805
5864,SportsEquipment,49165,1398,374340,94378
5865,SportsEquipment,16891,2046,276332,77194
5866,SportsEquipment,18173,1827,309646,53390
5867,SportsEquipment,21416,1366,374936,111669
5868,SportsEquipment,6537,4016,162372,35106
5869,SportsEquipment,62720,3567,200569,57993
5870,SportsEquipment,26237,2495,178435,56059
5871,SportsEquipment,14771,1151,242297,43226
5872,SportsEquipment,33584,3174,269334,56918
5873,SportsEquipment,12711,1714,199052,49577
5874,SportsEquipment,50469,3814,129836,36473
5875,SportsEquipment,31611,4026,189891,36005
5876,SportsEquipment,37627,3081,124436,29952
5877,SportsEquipment,5812,761,109461,21872
5878,SportsEquipment,9271,471,323146,111811
5879,SportsEquipment,16579,4806,510371,146607
5880,SportsEquipment,16455,1740,157807,36217
5881,SportsEquipment,43380,2394,295512,62642
5882,SportsEquipment,48566,4514,77390,17619
5883,SportsEquipment,78644,7045,483423,129328
5884,SportsEquipment,26802,2066,160421,35006
5885,SportsEquipment,16763,1361,96246,27687
5886,SportsEquipment,27828,1585,319104,97329
5887,SportsEquipment,47056,4179,62257,14471
5888,SportsEquipment,22475,1209,82455,20768
5889,SportsEquipment,49398,5745,122870,20016
5890,SportsEquipment,11639,961,173485,47491
5891,SportsEquipment,78042,12535,651967,149466
5892,SportsEquipment,53583,1922,277473,70786
5893,SportsEquipment,19089,1927,430256,116365
5894,SportsEquipment,23644,3015,154919,42152
5895,SportsEquipment,27181,2384,284063,55666
5896,SportsEquipment,5447,364,424188,113095
5897,SportsEquipment,50572,2402,133672,29384
5898,SportsEquipment,22703,1149,497462,129773
5899,SportsEquipment,38363,4185,624683,170382
5900,SportsEquipment,20659,490,192002,39999
5901,SportsEquipment,72752,8421,575594,208504
5902,SportsEquipment,12141,683,111747,28607
5903,SportsEquipment,22049,1822,125928,39487
5904,SportsEquipment,37856,1374,195922,46846
5905,SportsEquipment,86458,6844,976086,238127
5906,SportsEquipment,56661,8143,273620,71342
5907,SportsEquipment,82445,5393,523026,142244
5908,SportsEquipment,28679,3007,99412,22929
5909,SportsEquipment,142992,5312,317086,98990
5910,SportsEquipment,115578,16434,392444,108195
5911,SportsEquipment,65832,4820,213569,42851
5912,SportsEquipment,80059,6984,352373,88481
5913,SportsEquipment,20332,4125,204720,43235
5914,SportsEquipment,16358,1230,308950,84302
5915,SportsEquipment,41730,9937,691042,178645
5916,SportsEquipment,115676,11584,551720,140848
5917,SportsEquipment,9961,525,97626,17089
5918,SportsEquipment,23802,908,103539,23030
5919,SportsEquipment,77408,6484,723791,143376
5920,SportsEquipment,46024,2742,258927,57704
5921,SportsEquipment,42024,2133,151061,35482
5922,SportsEquipment,15095,583,162733,35852
5923,SportsEquipment,71543,4216,1472166,285520
5924,SportsEquipment,8943,2131,299053,77931
5925,SportsEquipment,28810,1504,112700,19527
5926,SportsEquipment,56244,4034,500287,131637
5927,SportsEquipment,89284,3531,208686,42827
5928,SportsEquipment,12299,1810,94836,24479
5929,SportsEquipment,10065,1114,66082,17368
5930,SportsEquipment,38461,3239,294564,73891
5931,SportsEquipment,12552,998,89752,24412
5932,SportsEquipment,46795,4332,436687,112207
5933,SportsEquipment,27185,2192,861596,255942
5934,SportsEquipment,89234,2855,128648,48700
5935,SportsEquipment,9396,1236,545755,156359
5936,SportsEquipment,14103,1585,469644,93779
5937,SportsEquipment,47848,3622,392154,93206
5938,SportsEquipment,51181,3721,352550,83742
5939,SportsEquipment,29822,3046,131885,37088
5940,SportsEquipment,44264,4053,90403,21567
5941,SportsEquipment,115415,9012,155754,29854
5942,SportsEquipment,41432,4367,347806,99807
5943,SportsEquipment,13118,3167,474234,108310
5944,SportsEquipment,10725,788,592387,140860
5945,SportsEquipment,28366,2477,510589,126120
5946,SportsEquipment,2568,229,84497,25386
5947,SportsEquipment,97526,3955,261010,51602
5948,SportsEquipment,17782,563,63182,16012
5949,SportsEquipment,58664,3075,220781,54195
5950,SportsEquipment,33123,2503,294820,83680
5951,SportsEquipment,36779,2302,513826,143955
5952,SportsEquipment,12403,974,53984,10336
5953,SportsEquipment,125628,6319,582039,134151
5954,SportsEquipment,83422,9427,454121,100005
5955,SportsEquipment,26864,1239,314501,70291
5956,SportsEquipment,21920,1873,489689,89186
5957,SportsEquipment,13938,2240,164775,38283
5958,SportsEquipment,82805,6714,764737,177218
5959,SportsEquipment,172295,4331,643484,197093
5960,SportsEquipment,120187,14015,2497822,675999
5961,SportsEquipment,21737,1619,214762,54083
5962,SportsEquipment,57870,5281,441658,87033
5963,SportsEquipment,110471,3606,378628,90961
5964,SportsEquipment,54388,5947,111065,32191
5965,SportsEquipment,15804,1092,665693,110327
5966,SportsEquipment,57713,3559,288789,88271
5967,SportsEquipment,6665,1109,98731,26603
5968,SportsEquipment,122243,10831,184083,37143
5969,SportsEquipment,14947,1280,130118,24289
5970,SportsEquipment,8977,1227,124459,25955
5971,SportsEquipment,38377,3331,165198,37615
5972,SportsEquipment,92996,4860,578869,137586
5973,SportsEquipment,33396,1529,294762,63797
5974,SportsEquipment,51580,3301,684749,202734
5975,SportsEquipment,27897,2132,108061,16319
5976,SportsEquipment,36273,6708,172095,46224
5977,SportsEquipment,8831,947,52388,12557
5978,SportsEquipment,25213,741,276687,65493
5979,SportsEquipment,22641,1765,284908,61592
5980,SportsEquipment,5066,281,149077,34590
5981,SportsEquipment,38428,3559,225261,75604
5982,SportsEquipment,35195,11335,364863,90141
5983,SportsEquipment,20797,765,178750,46200
5984,SportsEquipment,32295,2010,573392,158758
5985,SportsEquipment,18831,1139,276701,53187
5986,SportsEquipment,6501,1280,145339,35149
5987,SportsEquipment,20731,2623,174805,68992
5988,SportsEquipment,99956,16925,544322,118132
5989,SportsEquipment,56079,5327,168112,41593
5990,SportsEquipment,69184,3765,722276,207573
5991,SportsEquipment,38005,7895,27488,7289
5992,SportsEquipment,86243,4648,194906,50447
5993,SportsEquipment,24835,2143,361502,98784
5994,SportsEquipment,78189,5089,830952,159270
5995,SportsEquipment,21194,1743,57830,17784
5996,SportsEquipment,20258,1111,153840,43712
5997,SportsEquipment,6054,1807,284090,86206
5998,SportsEquipment,36313,2088,82187,26461
5999,SportsEquipment,58183,8506,365077,110709
6000,SportsEquipment,26765,1547,215207,44839
6001,SportsEquipment,30232,5623,327651,68296
6002,SportsEquipment,30775,2267,748391,171706
6003,SportsEquipment,31883,5151,345147,75215
6004,SportsEquipment,59059,6256,442681,122149
6005,SportsEquipment,84436,6184,272170,86672
6006,SportsEquipment,15943,2636,88765,22737
6007,SportsEquipment,67826,3592,969050,193640
6008,SportsEquipment,21601,1964,186333,54684
6009,SportsEquipment,23253,2042,283078,61586
6010,SportsEquipment,26617,2082,527177,85352
6011,SportsEquipment,62987,2908,51034,14022
6012,SportsEquipment,18747,1726,199965,41722
6013,SportsEquipment,28378,854,575761,148903
6014,SportsEquipment,15691,2555,70147,22569
6015,SportsEquipment,19597,2864,216073,55979
6016,SportsEquipment,5823,1435,102791,22255
6017,SportsEquipment,39628,6040,444343,98208
6018,SportsEquipment,45139,2825,265313,62664
6019,SportsEquipment,26210,2206,119978,30462
6020,SportsEquipment,17724,1656,88548,27273
6021,SportsEquipment,20165,627,406155,110925
6022,SportsEquipment,60579,3388,178603,41508
6023,SportsEquipment,17548,2163,390598,101394
6024,SportsEquipment,34433,3435,627394,137616
6025,SportsEquipment,18653,1575,98638,32801
6026,SportsEquipment,18464,3696,321002,55659
6027,SportsEquipment,26533,1679,522325,104784
6028,SportsEquipment,198359,8828,368705,117244
6029,SportsEquipment,11984,934,126703,30792
6030,SportsEquipment,81962,2461,527521,142193
6031,SportsEquipment,62354,5186,171045,34609
6032,SportsEquipment,16036,565,194393,37960
6033,SportsEquipment,21410,1561,2616830,716791
6034,SportsEquipment,15326,2690,45946,9057
6035,SportsEquipment,39104,2807,513170,127109
6036,SportsEquipment,33316,1542,343586,93768
6037,SportsEquipment,7821,985,225007,54934
6038,SportsEquipment,29727,2970,392818,73519
6039,SportsEquipment,107809,3748,459246,124458
6040,SportsEquipment,55864,2442,111203,32035
6041,SportsEquipment,39787,3467,264058,49340
6042,SportsEquipment,42162,5075,228522,55305
6043,SportsEquipment,53519,4115,789828,135387
6044,SportsEquipment,6785,1307,125714,38605
6045,SportsEquipment,27633,5630,121743,25144
6046,SportsEquipment,55331,7725,98250,24142
6047,SportsEquipment,28226,2595,96245,28676
6048,SportsEquipment,54870,8560,658819,143582
6049,SportsEquipment,36542,2862,372202,81344
6050,SportsEquipment,81380,3808,703949,196777
6051,SportsEquipment,39390,2791,154655,27289
6052,SportsEquipment,43939,2029,102351,29166
6053,SportsEquipment,25693,864,320207,76709
6054,SportsEquipment,19289,2699,234780,61374
6055,SportsEquipment,55819,14818,701642,189450
6056,SportsEquipment,78393,17097,201086,50810
6057,SportsEquipment,33531,3840,600891,189298
6058,SportsEquipment,34505,1499,361026,74237
6059,SportsEquipment,28011,1544,278815,64288
6060,SportsEquipment,75388,2233,1130597,254110
6061,SportsEquipment,124391,5919,567087,117708
6062,SportsEquipment,51132,3889,1532156,266084
6063,SportsEquipment,63211,6861,125218,31578
6064,SportsEquipment,151545,9246,644281,171538
6065,SportsEquipment,11798,2121,238205,41550
6066,SportsEquipment,50149,3896,278219,65222
6067,SportsEquipment,3965,788,277099,45580
6068,SportsEquipment,24757,3206,530179,145208
6069,SportsEquipment,70102,19082,95373,18547
6070,SportsEquipment,121203,7299,499039,124416
6071,SportsEquipment,22634,1952,181599,38751
6072,SportsEquipment,58261,3256,371377,55313
6073,SportsEquipment,82857,3097,112284,23651
6074,SportsEquipment,37705,1952,202888,61532
6075,SportsEquipment,7822,1694,342133,76109
6076,SportsEquipment,15822,567,71001,14206
6077,SportsEquipment,26223,1067,203982,31657
6078,SportsEquipment,64689,5427,61487,13883
6079,SportsEquipment,25486,2195,194600,41682
6080,SportsEquipment,39586,2909,278811,70621
6081,SportsEquipment,23516,1503,213764,42013
6082,SportsEquipment,17905,1863,298634,92832
6083,SportsEquipment,9784,573,165389,40283
6084,SportsEquipment,103714,8633,876180,172322
6085,SportsEquipment,41623,4208,135346,32924
6086,SportsEquipment,35291,2686,21163,4712
6087,SportsEquipment,60544,4188,176493,43476
6088,SportsEquipment,15522,993,215206,36981
6089,SportsEquipment,54335,3969,2041098,469035
6090,SportsEquipment,18592,1143,551750,103266
6091,SportsEquipment,11368,1446,179100,53748
6092,SportsEquipment,10900,1036,147484,35867
6093,SportsEquipment,33903,2295,230969,59438
6094,SportsEquipment,13755,1286,228651,50953
6095,SportsEquipment,7986,793,100350,18785
6096,SportsEquipment,10816,1217,123116,24207
6097,SportsEquipment,97375,11918,559061,113212
6098,SportsEquipment,107212,7878,1102144,282545
6099,SportsEquipment,56986,2362,73751,15565
6100,SportsEquipment,39667,952,206583,48664
6101,SportsEquipment,239410,13353,304071,56362
6102,SportsEquipment,20155,621,411314,84374
6103,SportsEquipment,19961,2558,152353,41884
6104,SportsEquipment,46575,5064,201799,39686
6105,SportsEquipment,20348,2573,156638,42752
6106,SportsEquipment,21278,5290,332782,63444
6107,SportsEquipment,27120,2007,71182,14945
6108,SportsEquipment,19867,799,198113,44299
6109,SportsEquipment,20595,5693,127463,32605
6110,SportsEquipment,18636,1309,398494,116262
6111,SportsEquipment,80666,6693,294981,77953
6112,SportsEquipment,33222,699,258498,56333
6113,SportsEquipment,6668,318,222100,51317
6114,SportsEquipment,27494,785,721517,149374
6115,SportsEquipment,139301,10545,409002,103766
6116,SportsEquipment,21726,4097,244275,52526
6117,SportsEquipment,31442,3401,247718,61043
6118,SportsEquipment,37619,7472,134934,26023
6119,SportsEquipment,20973,2518,515603,120998
6120,SportsEquipment,9368,1886,73114,17709
6121,SportsEquipment,20535,1444,248600,71470
6122,SportsEquipment,72107,3148,842630,235709
6123,SportsEquipment,22811,1556,431098,126023
6124,SportsEquipment,16388,2102,297042,62270
6125,SportsEquipment,15114,1574,194124,42437
6126,SportsEquipment,74651,8959,295432,93591
6127,SportsEquipment,18657,1243,383739,127065
6128,SportsEquipment,11811,2257,276582,70971
6129,SportsEquipment,45835,1645,139506,36988
6130,SportsEquipment,6216,945,531347,137256
6131,SportsEquipment,29993,3051,100407,18885
6132,SportsEquipment,9001,1431,139989,29745
6133,SportsEquipment,35663,2706,329546,58070
6134,SportsEquipment,68169,5731,135248,28322
6135,SportsEquipment,4810,283,74577,12993
6136,SportsEquipment,24959,1028,179267,40626
6137,SportsEquipment,19544,2041,244770,82911
6138,SportsEquipment,11681,2039,304817,71303
6139,SportsEquipment,18084,685,317511,63920
6140,SportsEquipment,23912,604,108227,22703
6141,SportsEquipment,140799,9238,793595,212022
6142,Toys,69462,6185,280383,82384
6143,Toys,13259,118,98950,28223
6144,Toys,33363,3673,73201,11052
6145,Toys,8536,325,94023,21429
6146,Toys,5497,345,47654,11377
6147,Toys,12398,535,138054,28136
6148,Toys,22010,950,26556,7367
6149,Toys,4259,347,164243,37737
6150,Toys,5079,784,59478,13356
6151,Toys,7887,662,176382,55396
6152,Toys,6809,239,29182,9171
6153,Toys,14939,1682,38942,7005
6154,Toys,22695,2060,46306,11282
6155,Toys,14479,571,76190,20241
6156,Toys,21698,757,76716,22908
6157,Toys,6938,632,74506,17841
6158,Toys,17085,1095,152982,38327
6159,Toys,5586,230,55766,13413
6160,Toys,9361,636,74774,23226
6161,Toys,20886,1126,56921,16821
6162,Toys,21904,689,71502,12496
6163,Toys,2911,293,40218,8861
6164,Toys,1830,214,26511,7705
6165,Toys,21645,551,36784,7850
6166,Toys,24844,685,32458,7376
6167,Toys,27290,833,69534,17893
6168,Toys,19536,978,60066,14225
6169,Toys,24434,1241,77344,24784
6170,Toys,7062,404,55433,17035
6171,Toys,22220,1867,58717,15910
6172,Toys,10078,510,150619,35787
6173,Toys,4901,286,89361,18300
6174,Toys,38645,1233,158786,40371
6175,Toys,9121,1022,91807,25971
6176,Toys,20844,908,52632,14444
6177,Toys,7455,364,37913,11882
6178,Toys,17198,556,203678,57502
6179,Toys,22596,1558,108468,30908
6180,Toys,9736,323,138608,34250
6181,Toys,5808,316,19337,5987
6182,Toys,11206,1467,61249,13027
6183,Toys,6368,343,138587,40627
6184,Toys,9471,394,128814,26781
6185,Toys,11086,861,119535,25600
6186,Toys,77978,1767,130130,25977
6187,Toys,15223,795,140590,28379
6188,Toys,19796,824,76343,18194
6189,Toys,42533,2145,92791,13941
6190,Toys,36916,6734,64879,19051
6191,Toys,3845,225,30665,8327
6192,Toys,32446,2006,90507,22325
6193,Toys,4747,277,87619,19186
6194,Toys,7986,877,70303,19198
6195,Toys,8310,824,19091,4557
6196,Toys,5954,306,19244,5752
6197,Toys,4774,112,224936,55975
6198,Toys,26226,1642,167674,37107
6199,Toys,31707,1893,61011,16471
6200,Toys,39952,1654,78638,15768
6201,Toys,10399,842,46626,11126
6202,Toys,17570,673,93469,18470
6203,Toys,35044,650,71831,15224
6204,Toys,3292,279,276758,92581
6205,Toys,18515,951,78068,17766
6206,Toys,7621,408,34914,8193
6207,Toys,10911,344,97975,23082
6208,Toys,8042,704,76031,16271
6209,Toys,12531,619,34168,6732
6210,Toys,11621,730,62515,13471
6211,Toys,17977,1230,177897,40352
6212,Toys,27508,1011,45686,9467
6213,Toys,9681,317,79537,22370
6214,Toys,10994,1438,17712,3247
6215,Toys,14414,287,129601,27865
6216,Toys,9718,368,92547,19207
6217,Toys,15566,811,226666,47016
6218,Toys,2471,324,38663,8621
6219,Toys,10480,755,38433,10018
6220,Toys,6657,414,71668,20606
6221,Toys,70910,4377,64261,12577
6222,Toys,17647,1075,86277,15147
6223,Toys,13895,1429,37459,8932
6224,Toys,18121,655,70267,15967
6225,Toys,14463,186,97521,20002
6226,Toys,8137,381,84471,22889
6227,Toys,8484,738,70298,20793
6228,Toys,7117,329,457268,83109
6229,Toys,6185,250,28179,5905
6230,Toys,13963,1752,51634,11932
6231,Toys,20010,496,133481,43720
6232,Toys,11427,145,52951,11362
6233,Toys,27424,1757,75747,17198
6234,Toys,14386,891,68058,18109
6235,Toys,25250,1602,39800,7132
6236,Toys,12810,632,34546,10015
6237,Toys,11181,694,28924,7359
6238,Toys,27155,764,102388,22347
6239,Toys,18310,913,68594,17766
6240,Toys,9505,404,47020,11104
6241,Toys,34412,2930,57686,11865
6242,Toys,22130,960,168107,53616
6243,Toys,12151,685,89841,29521
6244,Toys,8816,191,80595,25116
6245,Toys,55756,2600,71253,14524
6246,Toys,20221,873,38492,9159
6247,Toys,20828,646,179489,39798
6248,Toys,16065,812,62373,16268
6249,Toys,39714,1991,106410,33534
6250,Toys,14211,842,43201,14557
6251,Toys,2540,228,24650,5246
6252,Toys,7672,111,139177,38586
6253,Toys,15869,1326,348143,65696
6254,Toys,8217,364,20293,5567
6255,Toys,7672,626,52830,12029
6256,Toys,10516,706,53052,13217
6257,Toys,31888,909,70876,16407
6258,Toys,3482,223,11655,3454
6259,Toys,31799,678,45400,12740
6260,Toys,13179,1374,33377,7611
6261,Toys,46239,1890,143023,26901
6262,Toys,8363,841,65305,19879
6263,Toys,8975,548,67717,19086
6264,Toys,25408,931,70738,23408
6265,Toys,9400,948,105969,23447
6266,Toys,7159,382,142263,30054
6267,Toys,21919,923,122168,26865
6268,Toys,10510,820,17868,4987
6269,Toys,11269,1154,47118,7162
6270,Toys,29671,1014,36592,6012
6271,Toys,8631,1009,67660,21772
6272,Toys,27330,792,40702,10430
6273,Toys,22769,591,120349,26052
6274,Toys,21082,1060,56145,12491
6275,Toys,14213,773,316037,83191
6276,Toys,11243,1757,90856,23597
6277,Toys,37352,1893,105693,29218
6278,Toys,6828,722,36511,9880
6279,Toys,4780,113,72673,15637
6280,Toys,13502,639,49129,11807
6281,Toys,31137,1061,132300,27045
6282,Toys,42080,2185,98718,29745
6283,Toys,6605,345,59421,13770
6284,Toys,7823,266,78093,20753
6285,Toys,18783,740,109026,38664
6286,Toys,28099,1629,126600,33111
6287,Toys,39838,986,260207,44300
6288,Toys,6679,329,47607,12733
6289,Toys,20977,3969,84281,21680
6290,Toys,14671,2375,10544,2217
6291,Toys,11735,205,37013,6573
6292,Toys,70912,1749,83630,22527
6293,Toys,18847,710,88590,26028
6294,Toys,16594,880,120785,23454
6295,Toys,20171,1822,53549,12943
6296,Toys,78517,3608,125469,32668
6297,Toys,14581,909,24710,5534
6298,Toys,24402,577,44178,9816
6299,Toys,24316,1463,143755,34407
6300,Toys,23067,564,64230,20416
6301,Toys,7260,315,72039,16867
6302,Toys,24564,844,109376,27439
6303,Toys,18736,1228,38707,8664
6304,Toys,29641,1006,23363,6913
6305,Toys,38891,1996,113198,29064
6306,Toys,3675,173,38745,12701
6307,Toys,6287,1049,166805,32997
6308,Toys,25110,1729,26865,6175
6309,Toys,20184,917,92895,24438
6310,Toys,54769,2156,88342,18535
6311,Toys,8878,665,225262,51944
6312,Toys,8423,644,86591,18804
6313,Toys,13479,257,51573,12437
6314,Toys,52298,1445,211976,48277
6315,Toys,13868,976,62365,11794
6316,Toys,5802,262,74716,19192
6317,Toys,20291,851,17189,3428
6318,Toys,4392,255,36133,11136
6319,Toys,6661,1021,17010,3982
6320,Toys,34773,2124,123682,35858
6321,Toys,99990,1087,63165,20094
6322,Toys,59920,3270,206742,79636
6323,Toys,30781,1925,36497,7848
6324,Toys,20323,658,92594,21368
6325,Toys,35083,1684,227370,59334
6326,Toys,11978,929,145455,34196
6327,Toys,28488,1158,165360,39231
6328,Toys,22319,1034,78898,16438
6329,Toys,7122,981,39458,8660
6330,Toys,6246,359,28301,6981
6331,Toys,10687,1146,129758,31852
6332,Toys,9254,373,63066,11893
6333,Toys,56347,3782,79199,23599
6334,Toys,50241,1036,106661,24032
6335,Toys,12188,775,76040,22357
6336,Toys,8408,607,28166,6431
6337,Toys,8611,516,28377,6787
6338,Toys,6543,348,55056,10344
6339,Toys,6743,735,40067,10311
6340,Toys,68553,5265,269962,68298
6341,Toys,21491,831,62296,13843
6342,Toys,10860,559,24095,6686
6343,Toys,11350,1272,42403,13221
6344,Toys,3427,179,62625,15616
6345,Toys,2052,438,26178,7050
6346,Toys,43646,2761,237305,51660
6347,Toys,11827,643,132110,37011
6348,Toys,8573,626,123312,25227
6349,Toys,13396,1588,55315,14701
6350,Toys,22048,1538,50143,10048
6351,Toys,10649,585,83986,26414
6352,Toys,5474,628,85685,15607
6353,Toys,17786,851,247846,70678
6354,Toys,18320,449,112488,17701
6355,Toys,43761,1841,29767,5645
6356,Toys,14098,742,25565,7820
6357,Toys,20618,1005,71950,19217
6358,Toys,11123,587,134566,28876
6359,Toys,2272,395,118763,39097
6360,Toys,4735,200,27842,8315
6361,Toys,3043,300,34335,7016
6362,Toys,8775,473,120828,24185
6363,Toys,45993,1857,79727,20521
6364,Toys,16872,527,75048,17073
6365,Toys,16352,1530,53322,16462
6366,Toys,24433,543,17056,3968
6367,Toys,5787,168,130669,28947
6368,Toys,12814,761,104282,21515
6369,Toys,17604,1106,46343,9947
6370,Toys,16809,542,153127,40312
6371,Toys,16752,796,179021,56848
6372,Toys,24501,1241,117675,22496
6373,Toys,7020,439,49197,11952
6374,Toys,17622,725,85312,19875
6375,Toys,15527,483,47316,6433
6376,Toys,5256,689,23750,5022
6377,Toys,21412,504,88684,20864
6378,Toys,13816,631,47211,13053
6379,Toys,12344,1042,32758,7233
6380,Toys,6148,673,67467,16925
6381,Toys,26339,1723,117570,23463
6382,Toys,47380,524,24250,7392
6383,Toys,7357,433,62603,9997
6384,Toys,11290,540,24870,7983
6385,Toys,9905,865,163382,33027
6386,Toys,48779,7224,90886,18813
6387,Toys,6453,257,78702,15789
6388,Toys,21414,682,148114,43306
6389,Toys,40923,1142,48856,12114
6390,Toys,13092,762,44226,10908
6391,Toys,17754,1206,205163,42151
6392,Toys,25918,839,46276,8348
6393,Toys,8294,268,33744,7297
6394,Toys,32880,2180,13081,3850
6395,Toys,12397,729,33557,7257
6396,Toys,12534,562,29304,7104
6397,Toys,17519,505,24880,6072
6398,Toys,2186,211,22355,3851
6399,Toys,20295,516,78044,17264
6400,Toys,10522,303,101236,24217
6401,Toys,42005,2793,109302,32499
6402,Toys,45047,1813,26638,6745
6403,Toys,28589,5354,24950,6088
6404,Toys,7329,324,88397,16890
6405,Toys,10938,461,14786,2796
6406,Toys,11534,464,84553,21571
6407,Toys,14467,441,107763,33867
6408,Toys,35099,1578,86428,28986
6409,Toys,5516,469,66022,13727
6410,Toys,18558,758,121991,30549
6411,Toys,8542,199,38716,11569
6412,Toys,7506,377,99601,35849
6413,Toys,33677,1030,121716,40516
6414,Toys,10488,1050,136367,36052
6415,Toys,13811,1582,51668,13334
6416,Toys,2796,216,15812,4686
6417,Toys,24481,1170,171611,54546
6418,Toys,23677,1507,45484,13648
6419,Toys,10850,675,43210,10273
6420,Toys,7117,251,81912,15798
6421,Toys,9959,427,234306,47183
6422,Toys,19448,1652,91712,18383
6423,Toys,42791,2060,167090,27196
6424,Toys,6822,316,62251,14366
6425,Toys,22222,1207,156899,32051
